Combination,MSE_Test,R2_Test
"('binCount3_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",3.6642503962532618,0.7981121711399476
"('binCount3_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",2.702173196391736,0.851119378
"('temperature_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",1.097754660401224,0.9395174234719277
"('temperature_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",2.9915296808498146,0.835176812
"('temperature_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",1.7469852190947492,0.9037470110409822
"('humidity_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",1.7924828482866255,0.9012402452410194
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3')",1.1809019193879569,0.9349362901493632
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'pm2_5_OPCN3')",1.2746833052899593,0.9297692523272205
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount3_OPCN3')",1.2299937026668057,0.9322314985905851
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'temperature_OPCN3')",0.8406005483103861,0.9536857470738133
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'humidity_OPCN3')",0.7078911109335121,0.9609975891380597
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount1_OPCN3')",1.0701861265972221,0.9410363566322368
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'pm10_OPCN3')",1.3464847968450708,0.9258132324946793
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3')",1.3186812087332724,0.9273451163539673
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm1_OPCN3', 'binCount3_OPCN3')",1.3711336502890965,0.9244551638673845
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm1_OPCN3', 'temperature_OPCN3')",1.0254019273088155,0.943503815
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm1_OPCN3', 'humidity_OPCN3')",0.8301355862805125,0.9542623311591898
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm1_OPCN3', 'binCount1_OPCN3')",1.2064112236724374,0.933530814
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm1_OPCN3', 'pm10_OPCN3')",1.3909088417602997,0.9233656175646823
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'binCount3_OPCN3')",1.1591996917536456,0.9361320096403122
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'temperature_OPCN3')",0.803164702,0.9557483358519528
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'humidity_OPCN3')",0.6050654791402571,0.9666629343816954
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'binCount1_OPCN3')",1.1106248277264823,0.9388083206930841
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'pm10_OPCN3')",1.3999799514943387,0.9228658300361255
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'temperature_OPCN3')",0.7746746920728023,0.9573180392324373
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'humidity_OPCN3')",0.7545283167418378,0.9584280365129526
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'binCount1_OPCN3')",1.0203485101197218,0.9437822410828438
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'pm10_OPCN3')",1.292781317992534,0.9287721129136748
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'temperature_OPCN3', 'humidity_OPCN3')",0.7391958472673927,0.9592728038291883
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'temperature_OPCN3', 'binCount1_OPCN3')",0.7716291789449994,0.9574858367262346
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'temperature_OPCN3', 'pm10_OPCN3')",0.7511759895853896,0.9586127384241364
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",0.6467009948924298,0.9643689579964381
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",0.6739492204578045,0.9628676727389384
"('binCount0_OPCN3', 'rejectCountRatio_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",1.1710280462922773,0.9354803072295728
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3')",1.0949186618356381,0.939673677
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'binCount3_OPCN3')",1.1096676605730507,0.9388610573725042
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'temperature_OPCN3')",0.7995774108560175,0.9559459834818269
